title,companyname,joblink,location,date_posted,state,shortregion,city,jobtype,jobdescription,jobid,salaryrange,salarytype,email,contact_name,source_name,company_logo,experience,workpermit,skills,companyid
Spotfire developer,MNR Consulting Services,https://www.linkedin.com/jobs/view/spotfire-developer-at-mnr-consulting-services-4212806915?position=1&pageNum=0&refId=uWmwDhuuG%2BxMUecz2cnPvg%3D%3D&trackingId=CJp26ODF97tchjpbKfo0Cw%3D%3D,"Houston, TX",2025-04-20,Texas,TX,Houston,Contract,"<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<p><strong>Skills | Must-Haves:</strong></p><p>* 5+ years of professional experience</p><p>* experience with Spotfire development and deployment process</p><p>* strong knowledge of Spotfire database models</p><p>* experience creating dashboards and reports in Spotfire using Iron Python, HTML, and CSS</p><p>* experience writing PL/SQL and Python for data analysis</p><p>* experience developing reports and dashboards in Power BI</p><p>* experience writing DAX expressions and Queries in Power BI</p><p><br/></p><p><strong>Nice to Have Skills:</strong></p><p>* familiarity with BI governance practices</p><p>* knowledge of additional visualization tools (Tableau, Qlik)</p><p>* Bachelor's degree or above</p><p><br/></p><p><strong>Company | Job Insights:</strong></p><p>* 1 opening</p><p>* 6-month contract, with potential extension</p><p>* hybrid position -- 3 days onsite/week in Houston, TX</p>
</div>",4212806915,,,,,linkedin,company_logo,,,,
